"Posted.Date","Facilities.Number","Rental.Price","House.Size","Floor","Area.Type","House.Locality","House.City","House.Furnishing","Tenant.Targeted","Bathroom.Number","Contact.Person","Rent.Per.Unit","Current.Floor","Total.Floor","Difference.Floor"
2022-07-10,3,12000,1250,"2 out of 6","Carpet","Alwal","Hyderabad","Semi-Furnished","Family",3,"Owner",9.6,2,6,4
2022-06-25,2,10000,1100,"Ground out of 2","Carpet","Gajularamaram","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner",9.09,0,2,2
2022-07-08,2,45000,1600,"1 out of 6","Super","Kattedan Rd","Hyderabad","Furnished","Bachelors/Family",2,"Owner",28.12,1,6,5
2022-06-16,2,22000,1000,"2 out of 2","Super","Gachibowli","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner",22,2,2,0
2022-05-06,1,6500,455,"2 out of 3","Super","Bandlaguda Jagir","Hyderabad","Unfurnished","Bachelors/Family",1,"Owner",14.29,2,3,1
2022-05-25,3,40000,1473,"23 out of 23","Super","Kukatpally, NH 9","Hyderabad","Furnished","Bachelors/Family",2,"Owner",27.16,23,23,0
2022-07-02,5,3e+05,4050,"Ground out of 5","Super","Bandlaguda Jagir,, Hyderabad","Hyderabad","Unfurnished","Bachelors/Family",4,"Owner",74.07,0,5,5
2022-06-25,1,4000,400,"Ground out of 1","Super","Borabanda","Hyderabad","Unfurnished","Bachelors/Family",1,"Owner",10,0,1,1
2022-06-29,2,12000,1300,"1 out of 2","Super","Gandhamguda, Bairagiguda","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner",9.23,1,2,1
2022-07-06,4,27000,2520,"2 out of 2","Carpet","Defence Colony Layout","Hyderabad","Semi-Furnished","Family",5,"Owner",10.71,2,2,0
2022-06-22,1,10000,500,"2 out of 5","Super","Gachibowli","Hyderabad","Furnished","Bachelors/Family",1,"Owner",20,2,5,3
2022-05-06,2,10000,200,"Ground out of 2","Super","Pathar Gatti, NH 7","Hyderabad","Unfurnished","Bachelors/Family",1,"Owner",50,0,2,2
2022-05-12,2,10000,1200,"Ground out of 1","Super","Upperpally","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner",8.33,0,1,1
2022-07-07,3,18000,1950,"2 out of 5","Super","Toli Chowki","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Owner",9.23,2,5,3
2022-07-10,1,14500,500,"2 out of 5","Carpet","Kondapur","Hyderabad","Semi-Furnished","Bachelors",1,"Agent",29,2,5,3
2022-05-01,1,9000,500,"3 out of 3","Super","Miyapur, NH 9","Hyderabad","Unfurnished","Bachelors/Family",3,"Owner",18,3,3,0
2022-07-06,2,14000,1150,"1 out of 3","Super","Bandlaguda Jagir","Hyderabad","Furnished","Bachelors/Family",2,"Owner",12.17,1,3,2
2022-06-02,2,18000,242,"Ground out of 4","Super","APHB Colony-Moula Ali, Moula Ali Road","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner",74.38,0,4,4
2022-07-02,2,9500,720,"5 out of 7","Carpet","Pocharam, NH 2 2","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner",13.19,5,7,2
2022-06-10,3,49000,1800,"19 out of 30","Super","Nanakram Guda","Hyderabad","Unfurnished","Bachelors",3,"Agent",27.22,19,30,11
2022-05-13,1,9000,450,"1 out of 3","Super","Chandulal bela colony, shahalibanda","Hyderabad","Semi-Furnished","Bachelors/Family",1,"Owner",20,1,3,2
2022-05-06,2,130000,130,"1 out of 1","Super","Lal Darwaza","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner",1000,1,1,0
2022-06-02,2,8000,690,"2 out of 4","Super","New Malakpet","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner",11.59,2,4,2
2022-05-06,2,13000,1000,"2 out of 4","Super","Madhapur","Hyderabad","Furnished","Bachelors/Family",2,"Owner",13,2,4,2
2022-05-06,3,18000,1500,"Ground out of 4","Super","Shivaji Nagar","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner",12,0,4,4
2022-05-29,3,18000,1150,"Ground out of 6","Super","New Nallakunta","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Owner",15.65,0,6,6
2022-05-29,3,32000,1783,"1 out of 5","Super","Gopanapalli","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner",17.95,1,5,4
2022-05-25,2,15000,900,"1 out of 3","Super","Santosh Nagar","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner",16.67,1,3,2
2022-07-06,3,35000,1725,"2 out of 13","Super","Narsingi, Outer Ring Road","Hyderabad","Furnished","Bachelors/Family",3,"Owner",20.29,2,13,11
2022-05-25,1,6000,680,"Ground out of 3","Carpet","Bapu Nagar-Langar Houz","Hyderabad","Unfurnished","Bachelors/Family",1,"Owner",8.82,0,3,3
2022-06-06,1,9000,550,"2 out of 3","Super","Uppal, NH 2 2","Hyderabad","Semi-Furnished","Bachelors/Family",1,"Owner",16.36,2,3,1
2022-05-25,2,9500,1290,"1 out of 2","Super","Jillelguda, Medbowli","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner",7.36,1,2,1
2022-05-10,2,12500,1450,"Ground out of 2","Super","Arvind Nagar Colony, Toli Chowki","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner",8.62,0,2,2
2022-05-06,2,25000,1300,"3 out of 3","Super","Madhapur","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner",19.23,3,3,0
2022-05-12,2,15000,1450,"2 out of 4","Super","Nagole","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner",10.34,2,4,2
2022-07-06,3,38000,1496,"10 out of 15","Carpet","Kondapur","Hyderabad","Semi-Furnished","Bachelors",2,"Agent",25.4,10,15,5
2022-05-31,3,20000,1850,"1 out of 5","Super","Kompally","Hyderabad","Semi-Furnished","Family",2,"Owner",10.81,1,5,4
2022-06-14,3,15000,1600,"2 out of 4","Carpet","Old Bowenpally","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Owner",9.38,2,4,2
2022-07-06,3,130000,3500,"3 out of 5","Carpet","Jubilee Hills","Hyderabad","Semi-Furnished","Family",3,"Agent",37.14,3,5,2
2022-07-08,3,27000,1850,"5 out of 6","Super","Red Hills, Lakdikapul, NH 7","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Owner",14.59,5,6,1
2022-07-02,2,16000,1210,"3 out of 5","Super","Secunderabad","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner",13.22,3,5,2
2022-06-06,2,13000,1400,"Ground out of 1","Super","Mallampet, Outer Ring Road","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner",9.29,0,1,1
2022-06-04,2,10000,950,"Ground out of 4","Super","Uppal, NH 2 2","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner",10.53,0,4,4
2022-06-22,2,10000,878,"3 out of 4","Super","Malkajgiri","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner",11.39,3,4,1
2022-05-06,2,17000,875,"2 out of 6","Super","Bolarum, Medchal Road","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner",19.43,2,6,4
2022-06-02,2,12500,300,"3 out of 4","Super","Vanasthalipuram, NH 9","Hyderabad","Furnished","Bachelors/Family",2,"Owner",41.67,3,4,1
2022-06-14,3,25000,1800,"4 out of 5","Super","Nizampet","Hyderabad","Furnished","Bachelors/Family",3,"Owner",13.89,4,5,1
2022-07-02,3,35000,1956,"1 out of 9","Super","Miyapur, NH 9","Hyderabad","Semi-Furnished","Bachelors",3,"Owner",17.89,1,9,8
2022-05-25,2,12000,800,"2 out of 4","Super","Kachiguda, NH 2 2","Hyderabad","Unfurnished","Bachelors/Family",1,"Owner",15,2,4,2
2022-05-29,2,12000,1175,"5 out of 5","Super","Shamirpet","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner",10.21,5,5,0
2022-06-25,2,15000,1080,"3 out of 4","Super","Anupuram Colony","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner",13.89,3,4,1
2022-07-06,3,45000,1955,"1 out of 19","Super","Kondapur","Hyderabad","Unfurnished","Bachelors",3,"Agent",23.02,1,19,18
2022-07-06,2,20000,950,"1 out of 5","Super","Masab Tank","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner",21.05,1,5,4
2022-07-02,2,15000,800,"2 out of 3","Super","Mehdipatnam","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner",18.75,2,3,1
2022-05-06,2,10000,1090,"2 out of 4","Super","Hyder Shah Kote, Chevella Road","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner",9.17,2,4,2
2022-07-09,3,15000,1450,"2 out of 5","Carpet","Bandari Layout","Hyderabad","Semi-Furnished","Family",3,"Owner",10.34,2,5,3
2022-07-07,2,19800,1070,"3 out of 4","Carpet","KPHB Road","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner",18.5,3,4,1
2022-05-06,2,8500,60,"3 out of 5","Super","Gulmohar Park Colony, Serilingampally","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner",141.67,3,5,2
2022-07-06,4,130000,3133,"14 out of 14","Carpet","Vittal Rao Nagar, Hitech City","Hyderabad","Furnished","Family",5,"Agent",41.49,14,14,0
2022-07-10,1,8500,900,"2 out of 2","Carpet","in Trimulgherry","Hyderabad","Unfurnished","Family",1,"Owner",9.44,2,2,0
2022-05-16,1,4500,60,"1 out of 2","Super","Hayathnagar, NH 9","Hyderabad","Semi-Furnished","Bachelors/Family",1,"Owner",75,1,2,1
2022-06-10,2,9000,600,"3 out of 4","Super","Kapra","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner",15,3,4,1
2022-07-10,1,13000,750,"3 out of 3","Carpet","Hyderaguda-Attapur","Hyderabad","Semi-Furnished","Family",1,"Owner",17.33,3,3,0
2022-07-06,2,18000,900,"2 out of 4","Super","Jubilee Hills","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner",20,2,4,2
2022-07-04,3,26000,1800,"2 out of 4","Carpet","filmnagar. hydrabad","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Owner",14.44,2,4,2
2022-05-20,1,17000,470,"3 out of 5","Super","Kondapur","Hyderabad","Furnished","Bachelors/Family",1,"Agent",36.17,3,5,2
2022-05-06,2,9000,720,"1 out of 3","Super","Beeramguda, Ramachandra Puram, NH 9","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner",12.5,1,3,2
2022-05-12,1,8000,450,"Ground out of 3","Super","Somajiguda, NH 9","Hyderabad","Unfurnished","Bachelors/Family",1,"Owner",17.78,0,3,3
2022-07-06,2,10000,600,"7 out of 7","Super","Madhura Nagar-Nizampet","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner",16.67,7,7,0
2022-06-26,2,12000,1100,"1 out of 1","Super","Hyder Shah Kote, Chevella Road","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner",10.91,1,1,0
2022-06-27,2,14000,1300,"3 out of 3","Super","IAS Colony","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner",10.77,3,3,0
2022-06-25,2,25000,1500,"Ground out of 2","Super","Bowenpally","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner",16.67,0,2,2
2022-07-05,2,22000,1200,"4 out of 8","Super","Gachibowli","Hyderabad","Furnished","Bachelors/Family",2,"Owner",18.33,4,8,4
2022-05-29,4,45000,3000,"3 out of 4","Super","Hitech City","Hyderabad","Semi-Furnished","Bachelors/Family",4,"Owner",15,3,4,1
2022-06-26,3,20000,2000,"1 out of 1","Carpet","Kapra","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Owner",10,1,1,0
2022-06-14,2,16000,800,"2 out of 4","Super","Lakdikapul, NH 9","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner",20,2,4,2
2022-07-08,3,35000,1000,"3 out of 6","Carpet","Nizampet","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Owner",35,3,6,3
2022-05-12,2,15000,1200,"2 out of 3","Super","Manikonda, Outer Ring Road","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner",12.5,2,3,1
2022-06-18,1,5500,400,"1 out of 2","Super","Ramanthapur, NH 2 2","Hyderabad","Unfurnished","Bachelors/Family",1,"Builder",13.75,1,2,1
2022-06-04,3,35000,1250,"4 out of 5","Carpet","Somajiguda, NH 9","Hyderabad","Unfurnished","Bachelors",2,"Owner",28,4,5,1
2022-07-04,1,14000,700,"5 out of 5","Carpet","Chanda Naik Nagar, Madhapur","Hyderabad","Semi-Furnished","Bachelors/Family",1,"Owner",20,5,5,0
2022-07-06,2,25000,1100,"1 out of 5","Super","Alkapur Township, Hyderabad","Hyderabad","Furnished","Bachelors/Family",2,"Owner",22.73,1,5,4
2022-06-06,4,36000,2050,"1 out of 3","Super","Sainikpuri","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner",17.56,1,3,2
2022-07-06,2,20000,1428,"4 out of 8","Super","Beeramguda, Ramachandra Puram, NH 9","Hyderabad","Semi-Furnished","Family",2,"Agent",14.01,4,8,4
2022-05-22,3,30000,1700,"3 out of 5","Carpet","Ashok Nagar, Himayath Nagar","Hyderabad","Furnished","Family",3,"Agent",17.65,3,5,2
2022-07-02,2,12000,1140,"2 out of 5","Super","Kismatpur, Outer Ring Road","Hyderabad","Semi-Furnished","Family",2,"Owner",10.53,2,5,3
2022-05-22,2,16000,1000,"2 out of 5","Super","Ashok Nagar, Himayath Nagar","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Agent",16,2,5,3
2022-06-03,2,13000,1160,"3 out of 5","Super","Pragathi Nagar, Kukatpally","Hyderabad","Unfurnished","Bachelors",2,"Owner",11.21,3,5,2
2022-07-05,3,22000,3000,"3 out of 5","Carpet","sri sai arcade madinaguda","Hyderabad","Furnished","Bachelors/Family",2,"Owner",7.33,3,5,2
2022-07-06,1,15000,450,"1 out of 3","Super","Madhapur","Hyderabad","Unfurnished","Family",1,"Agent",33.33,1,3,2
2022-05-06,3,14000,1540,"2 out of 5","Super","Attapur","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner",9.09,2,5,3
2022-05-06,2,8000,1000,"2 out of 8","Super","Saroornagar, NH 9","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner",8,2,8,6
2022-07-06,3,57000,1417,"7 out of 30","Carpet","Nanakaramguda","Hyderabad","Furnished","Bachelors",3,"Agent",40.23,7,30,23
2022-05-31,3,1200,2100,"1 out of 3","Carpet","Uppal, NH 2 2","Hyderabad","Furnished","Bachelors/Family",3,"Owner",0.57,1,3,2
2022-07-08,2,8000,550,"4 out of 4","Carpet","Ram nagar","Hyderabad","Unfurnished","Bachelors",1,"Owner",14.55,4,4,0
2022-05-18,3,15000,1600,"1 out of 5","Super","Miyapur, NH 9","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Owner",9.38,1,5,4
2022-07-10,2,17000,1200,"4 out of 5","Super","Madinaguda, Hafeezpet, NH 9","Hyderabad","Furnished","Bachelors/Family",2,"Owner",14.17,4,5,1
2022-06-18,2,12000,500,"1 out of 2","Super","Saidabad Colony, Sayeedabad","Hyderabad","Furnished","Bachelors/Family",2,"Owner",24,1,2,1
2022-06-17,3,25000,1300,"Ground out of 5","Carpet","Manikonda, Outer Ring Road","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner",19.23,0,5,5
2022-06-25,2,13000,600,"1 out of 3","Super","Ramchandrapuram Mandal","Hyderabad","Unfurnished","Bachelors/Family",1,"Owner",21.67,1,3,2
2022-06-25,3,35000,1565,"1 out of 6","Carpet","KMR Estates, Serilingampally","Hyderabad","Furnished","Bachelors/Family",3,"Owner",22.36,1,6,5
2022-07-06,1,6500,350,"2 out of 4","Super","Langar Houz","Hyderabad","Unfurnished","Bachelors/Family",1,"Owner",18.57,2,4,2
2022-06-03,2,11000,1100,"1 out of 4","Super","Padmanabha Nagar, Mehdipatnam","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner",10,1,4,3
2022-05-12,2,25000,1200,"1 out of 6","Super","Vijay nagar colony m","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner",20.83,1,6,5
2022-06-03,3,35000,2000,"1 out of 5","Super","Miyapur, NH 9","Hyderabad","Furnished","Family",3,"Owner",17.5,1,5,4
2022-05-25,3,27000,2200,"3 out of 6","Super","Toli Chowki","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Owner",12.27,3,6,3
2022-07-06,3,18000,1400,"2 out of 4","Super","Toli Chowki","Hyderabad","Unfurnished","Bachelors/Family",3,"Owner",12.86,2,4,2
2022-05-06,3,20000,1950,"5 out of 6","Super","Sainikpuri","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Owner",10.26,5,6,1
2022-05-16,2,8500,130,"1 out of 1","Carpet","Rampally","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner",65.38,1,1,0
2022-06-10,2,14000,1300,"Ground out of 2","Super","Bandlaguda Jagir","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner",10.77,0,2,2
2022-06-09,3,35000,1675,"5 out of 12","Super","Gachibowli","Hyderabad","Unfurnished","Bachelors/Family",3,"Owner",20.9,5,12,7
2022-07-06,2,16000,1135,"3 out of 5","Super","Suchitra Circle","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner",14.1,3,5,2
2022-05-12,3,20000,1800,"3 out of 4","Super","Banjara Hills, NH 9","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner",11.11,3,4,1
2022-06-14,3,18000,1400,"1 out of 5","Super","Attapur","Hyderabad","Furnished","Bachelors/Family",3,"Owner",12.86,1,5,4
2022-07-06,4,140000,3698,"16 out of 22","Carpet","Gachibowli CUC, Outer Ring Road","Hyderabad","Semi-Furnished","Family",5,"Agent",37.86,16,22,6
2022-05-12,2,10000,950,"Ground out of 4","Super","Bolarum, Medchal Road","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner",10.53,0,4,4
2022-05-12,2,12000,650,"1 out of 2","Super","Begumpet","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner",18.46,1,2,1
2022-06-24,1,5300,100,"3 out of 3","Carpet","in 1-71/1/a","Hyderabad","Semi-Furnished","Bachelors/Family",1,"Owner",53,3,3,0
2022-05-25,2,11000,950,"2 out of 3","Carpet","IDA Uppal","Hyderabad","Unfurnished","Bachelors",2,"Owner",11.58,2,3,1
2022-06-10,2,12000,1000,"1 out of 2","Carpet","New Nagole Colony, Kothapet","Hyderabad","Unfurnished","Bachelors",2,"Owner",12,1,2,1
2022-06-06,2,12000,900,"3 out of 4","Carpet","Gwachiwali","Hyderabad","Semi-Furnished","Bachelors/Family",1,"Owner",13.33,3,4,1
2022-05-29,3,20000,1800,"7 out of 10","Carpet","Trimulgherry","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Owner",11.11,7,10,3
2022-07-02,2,13000,1000,"2 out of 3","Super","Kapra","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner",13,2,3,1
2022-05-09,3,22000,1800,"2 out of 5","Super","Hyder Shah Kote, Chevella Road","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Owner",12.22,2,5,3
2022-05-12,2,15000,1000,"2 out of 4","Super","Hyderguda","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner",15,2,4,2
2022-05-12,1,5400,450,"1 out of 2","Super","Jeedimetla","Hyderabad","Unfurnished","Bachelors/Family",1,"Owner",12,1,2,1
2022-05-28,3,16500,1771,"2 out of 5","Super","Bandam Kommu","Hyderabad","Unfurnished","Bachelors/Family",3,"Owner",9.32,2,5,3
2022-06-29,2,12000,1150,"4 out of 5","Carpet"," in Erragadda, NH 9","Hyderabad","Furnished","Bachelors/Family",2,"Owner",10.43,4,5,1
2022-06-22,2,8500,1000,"2 out of 3","Super","Musheerabad","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner",8.5,2,3,1
2022-05-08,2,14000,1050,"2 out of 5","Carpet","Attapur","Hyderabad","Semi-Furnished","Bachelors",2,"Owner",13.33,2,5,3
2022-06-08,3,15000,1500,"2 out of 3","Carpet","Miyapur, NH 9","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner",10,2,3,1
2022-05-12,2,6000,750,"1 out of 2","Super","Ramachandra Puram, NH 9","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner",8,1,2,1
2022-05-12,2,14000,1100,"Ground out of 4","Super","Mehdipatnam","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner",12.73,0,4,4
2022-06-29,2,15000,800,"Ground out of 3","Super","Road no 3 banjara hills hyderabad 500035","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner",18.75,0,3,3
2022-07-02,3,37000,150,"1 out of 5","Carpet","Jubilee Hills","Hyderabad","Unfurnished","Bachelors",3,"Agent",246.67,1,5,4
2022-06-30,1,6500,750,"2 out of 3","Super","Bapu Nagar, Lakdikapul","Hyderabad","Unfurnished","Bachelors/Family",1,"Owner",8.67,2,3,1
2022-05-20,2,10000,600,"2 out of 3","Super","Borabanda","Hyderabad","Unfurnished","Bachelors/Family",1,"Owner",16.67,2,3,1
2022-05-25,2,12000,1080,"2 out of 3","Super","Habsiguda, NH 2 2","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner",11.11,2,3,1
2022-04-28,2,12000,1100,"3 out of 3","Super","Nizampet","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner",10.91,3,3,0
2022-05-17,2,9000,750,"2 out of 3","Super","Alwal","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner",12,2,3,1
2022-07-10,3,60000,2405,"10 out of 14","Super","Khaja Guda, Outer Ring Road","Hyderabad","Semi-Furnished","Bachelors",4,"Agent",24.95,10,14,4
2022-04-30,2,18000,1248,"4 out of 5","Carpet","Kothapet","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner",14.42,4,5,1
2022-06-02,2,14000,1110,"2 out of 5","Carpet","Dhulapally","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner",12.61,2,5,3
2022-07-10,3,50000,2300,"2 out of 5","Carpet","Ashok Nagar, Himayath Nagar","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Agent",21.74,2,5,3
2022-07-08,2,17000,1000,"3 out of 5","Carpet","Madinaguda, Hafeezpet, NH 9","Hyderabad","Furnished","Bachelors",2,"Owner",17,3,5,2
2022-05-06,2,9000,800,"4 out of 5","Super","Old Bowenpally","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner",11.25,4,5,1
2022-07-06,4,80000,3115,"3 out of 3","Super","Hormany nest Apartments gandipet Apartmentge hyderabad, Hyderabad","Hyderabad","Furnished","Bachelors/Family",5,"Owner",25.68,3,3,0
2022-06-22,1,7500,500,"1 out of 2","Super","Saroornagar, NH 9","Hyderabad","Unfurnished","Bachelors/Family",1,"Owner",15,1,2,1
2022-05-15,2,14000,950,"5 out of 5","Carpet","Miyapur, NH 9","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner",14.74,5,5,0
2022-07-06,2,14000,1374,"2 out of 3","Super","Trimulgherry","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner",10.19,2,3,1
2022-04-30,1,10000,1300,"Ground out of 1","Carpet","Khanapur","Hyderabad","Furnished","Bachelors/Family",1,"Owner",7.69,0,1,1
2022-05-25,2,17000,1150,"5 out of 6","Super","Abhyudaya Nagar","Hyderabad","Furnished","Bachelors/Family",2,"Owner",14.78,5,6,1
2022-07-02,1,6500,450,"2 out of 3","Carpet","Kukatpally, NH 9","Hyderabad","Semi-Furnished","Bachelors",1,"Owner",14.44,2,3,1
2022-05-06,2,10000,927,"3 out of 5","Super","Bachupally","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner",10.79,3,5,2
2022-06-25,3,22000,1500,"4 out of 5","Super","Rajendra Nagar, Outer Ring Road","Hyderabad","Unfurnished","Bachelors/Family",3,"Owner",14.67,4,5,1
2022-07-06,2,15000,1200,"1 out of 3","Super","Attapur","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner",12.5,1,3,2
2022-05-29,2,12000,1200,"Ground out of 2","Super","Patelguda","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner",10,0,2,2
2022-07-06,3,52000,2800,"16 out of 19","Carpet","Kokapet, Outer Ring Road","Hyderabad","Furnished","Family",3,"Agent",18.57,16,19,3
2022-05-06,1,6500,562,"3 out of 4","Super","Amberpet","Hyderabad","Unfurnished","Bachelors/Family",1,"Owner",11.57,3,4,1
2022-06-19,2,20000,1500,"1 out of 3","Super","Toli Chowki","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner",13.33,1,3,2
2022-05-06,3,25000,1950,"Ground out of 3","Super","Kondapur","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Owner",12.82,0,3,3
2022-07-10,3,14000,1360,"3 out of 8","Super","Ghatkesar, NH 2 2","Hyderabad","Furnished","Bachelors",2,"Owner",10.29,3,8,5
2022-06-25,3,25000,1800,"1 out of 3","Super","Prashanth hills","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Owner",13.89,1,3,2
2022-05-31,2,12500,950,"2 out of 8","Super","Kachiguda, NH 2 2","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner",13.16,2,8,6
2022-07-05,2,12000,780,"3 out of 3","Carpet","Sri BALAJI CLASSIC BHAVANI NAGAR RD NO 5","Hyderabad","Unfurnished","Bachelors",2,"Owner",15.38,3,3,0
2022-06-10,1,10000,500,"1 out of 3","Super","Khairatabad, NH 7","Hyderabad","Semi-Furnished","Bachelors/Family",1,"Owner",20,1,3,2
2022-05-18,2,17000,1050,"3 out of 5","Super","Ashok Nagar, Himayath Nagar","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner",16.19,3,5,2
2022-07-10,1,15500,600,"Upper Basement out of 5","Carpet","Kondapur","Hyderabad","Semi-Furnished","Bachelors",1,"Agent",25.83,-1,5,6
2022-05-29,3,65000,1800,"Ground out of 1","Carpet","Banjara Hills, NH 9","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Agent",36.11,0,1,1
2022-07-06,3,60000,1800,"14 out of 30","Carpet","Gachibowli","Hyderabad","Unfurnished","Bachelors/Family",3,"Agent",33.33,14,30,16
2022-07-06,3,45000,1900,"4 out of 10","Carpet","Gachibowli","Hyderabad","Semi-Furnished","Family",3,"Agent",23.68,4,10,6
2022-06-18,2,10500,1100,"3 out of 5","Super","Safilguda, Secunderabad","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner",9.55,3,5,2
2022-05-24,2,9000,200,"2 out of 7","Super","BHEL","Hyderabad","Unfurnished","Bachelors/Family",1,"Owner",45,2,7,5
2022-05-06,3,20000,1400,"3 out of 5","Super","Nawab Saheb Kunta","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Owner",14.29,3,5,2
2022-07-06,2,20000,1200,"2 out of 5","Carpet","Kondapur","Hyderabad","Semi-Furnished","Bachelors",2,"Agent",16.67,2,5,3
2022-05-06,3,18000,1600,"2 out of 5","Super","Quthbullapur, NH 7","Hyderabad","Furnished","Bachelors/Family",3,"Owner",11.25,2,5,3
2022-05-06,2,12000,1150,"2 out of 5","Super","Nizampet","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner",10.43,2,5,3
2022-05-06,2,12000,130,"2 out of 3","Super","Subhash Nagar, Secunderabad","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner",92.31,2,3,1
2022-06-27,4,120000,3800,"1 out of 1","Carpet","MLA Colony, Banjara Hills","Hyderabad","Semi-Furnished","Bachelors/Family",4,"Agent",31.58,1,1,0
2022-04-30,3,28000,1720,"4 out of 10","Super","Narsingi, Outer Ring Road","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Owner",16.28,4,10,6
